Price,Close,Target,Price_Change,MA5,MA10,MA20,EMA10,EMA20,Momentum,RSI
2020-01-30,78.2188949584961,0.0,-0.001449082684299552,76.95385284423828,76.81643600463867,75.36095542907715,76.72530771148722,75.73421595077384,1.1206207275390625,66.35012927541791
2020-01-31,74.75076293945312,0.0,-0.044338801013274365,76.5287872314453,76.67804641723633,75.47156791687011,76.36629957111738,75.6405537592195,-2.1253280639648438,48.053088405724246
2020-02-03,74.54550170898438,1.0,-0.0027459416117934232,76.51478118896485,76.43484268188476,75.60717849731445,76.03524541436592,75.53626308776853,-0.07003021240234375,47.223067052268
2020-02-04,77.00651550292969,1.0,0.03301357878779565,76.57081604003906,76.48990936279297,75.83722114562988,76.21183997592297,75.67628712730769,0.28017425537109375,56.84732919275264
2020-02-05,77.63444519042969,1.0,0.008154241019723951,76.4312240600586,76.58047637939453,76.11568717956543,76.47049546946964,75.86277837141455,-0.6979598999023438,58.906435464943755
2020-02-06,78.54252624511719,0.0,0.011696883418952364,76.4959503173828,76.72490158081055,76.38159255981445,76.8472283377692,76.11799245462433,0.32363128662109375,61.749011109921696
2020-02-07,77.47492980957031,1.0,-0.01359259100242205,77.04078369140625,76.78478546142578,76.51635131835937,76.96135587809667,76.2472245836668,2.7241668701171875,56.77651837715799
2020-02-10,77.84290313720703,0.0,0.004749579361235767,77.70026397705078,77.1075225830078,76.66105575561524,77.12163719793492,76.39919396971825,3.2974014282226562,58.03100666502084
2020-02-11,77.37324523925781,1.0,-0.006033406759269888,77.7736099243164,77.17221298217774,76.70221519470215,77.16738411453908,76.49196075729346,0.366729736328125,55.804785628589826
2020-02-12,79.210693359375,0.0,0.023747848683809636,78.08885955810547,77.26004180908203,76.88693237304688,77.53889488632743,76.7508876717774,1.5762481689453125,61.95419121274692
2020-02-13,78.6466293334961,1.0,-0.007121059063575852,78.10968017578125,77.30281524658203,77.05962562561035,77.740301149449,76.931434496703,0.10410308837890625,59.22963993513593
2020-02-14,78.666015625,0.0,0.0002464986950896364,78.34789733886718,77.69434051513672,77.18619346618652,77.90861287227645,77.09663269939796,1.1910858154296875,59.295894153161946
2020-02-18,77.22560119628906,1.0,-0.018310504444223774,78.2244369506836,77.96235046386718,77.19859657287597,77.78442893118783,77.10891541338758,-0.6173019409179688,52.47281017394296
2020-02-19,78.34400177001953,0.0,0.014482251434828841,78.41858825683593,78.09609909057617,77.29300422668457,77.88616944733904,77.22654268544777,0.9707565307617188,56.64435002831749
2020-02-20,77.54029083251953,0.0,-0.010258742460709458,78.08450775146484,78.08668365478516,77.33358001708984,77.82328242646277,77.25642346135938,-1.6704025268554688,53.04141412646372
2020-02-21,75.78517150878906,0.0,-0.022634933463447804,77.51221618652343,77.81094818115234,77.26792488098144,77.45271680506755,77.11630422778126,-2.8614578247070312,46.13957294988172
2020-02-24,72.18534851074219,0.0,-0.0475003609067427,76.21608276367188,77.28199005126953,77.03338775634765,76.49501347882656,76.64668939758707,-6.4806671142578125,35.838934583239364
2020-02-25,69.74024963378906,1.0,-0.033872509136521844,74.71901245117188,76.47172470092774,76.78962364196778,75.26687459791066,75.9889332296063,-7.4853515625,30.807946550664454
2020-02-26,70.84660339355469,0.0,0.01586392026950234,73.2195327758789,75.81906051635742,76.49563674926758,74.46318892439139,75.49918753093472,-7.497398376464844,35.23792126468601
2020-02-27,66.21548461914062,0.0,-0.06536825412346281,70.95457153320312,74.51953964233398,75.88979072570801,72.96360632343671,74.61502534885909,-11.324806213378906,27.3455391327917
2020-02-28,66.1767349243164,1.0,-0.000585205938567035,69.03288421630859,73.27255020141601,75.28768272399903,71.72962970541482,73.81137864175979,-9.608436584472656,27.290461438241095
2020-03-02,72.33784484863281,0.0,0.09310084475099312,69.06338348388672,72.6397331237793,75.167036819458,71.840214276909,73.67104209003341,0.152496337890625,45.935931670533954
2020-03-03,70.04048156738281,1.0,-0.03175880185616864,69.12342987060546,71.92122116088868,74.94178581237793,71.51299014790423,73.32527442120954,0.30023193359375,41.64725114844558
2020-03-04,73.28924560546875,0.0,0.04638409053427828,69.61195831298828,71.41574554443359,74.75592231750488,71.83594568564322,73.3218431054247,2.4426422119140625,48.911159989002776
2020-03-05,70.91197204589844,0.0,-0.03243686764587084,70.55125579833984,70.75291366577149,74.41979866027832,71.6679504784169,73.09233157594602,4.6964874267578125,44.541757154814505
2020-03-06,69.97024536132812,0.0,-0.013280221342043208,71.3099578857422,70.17142105102539,73.99118461608887,71.35927682076439,72.7949900316967,3.7935104370117188,42.906566901622206
2020-03-09,64.43616485595703,1.0,-0.07909191223773704,69.72962188720703,69.39650268554688,73.3392463684082,70.1005291907994,71.99891144353101,-7.901679992675781,34.81741868073098
2020-03-10,69.07695770263672,0.0,0.0720215558615862,69.53691711425782,69.33017349243164,72.90094909667968,69.91442528386072,71.72063013487441,-0.9635238647460938,44.300728431115246
2020-03-11,66.67787170410156,0.0,-0.03473062622217338,68.21464233398437,68.91330032348633,72.36618041992188,69.32596099663178,71.24036742718175,-6.6113739013671875,40.98137693535376
2020-03-12,60.09312057495117,1.0,-0.09875466869086258,66.05087203979492,68.30106391906739,71.41030178070068,67.64726273814439,70.17872486982645,-10.818851470947266,33.55078663903528
2020-03-13,67.29277801513672,0.0,0.11980834696720022,65.51537857055663,68.41266822814941,70.84260921478271,67.58281097032481,69.90387278842744,-2.6774673461914062,45.24159875017089
2020-03-16,58.63576889038086,1.0,-0.1286469273539066,64.35529937744141,67.04246063232422,69.84109687805176,65.95607604669863,68.83072003623252,-5.800395965576172,36.84703535394232
2020-03-17,61.2139778137207,0.0,0.04396990049128191,62.7827033996582,66.15981025695801,69.04051570892334,65.09387636797535,68.10531601504093,-7.862979888916016,40.39421741360345
2020-03-18,59.7154655456543,0.0,-0.024479903472806597,61.39022216796875,64.80243225097657,68.10908889770508,64.11598349118971,67.3062826370041,-6.962406158447266,39.022295391274014
2020-03-19,59.25791549682617,0.0,-0.007662170003151281,61.22318115234375,63.63702659606933,67.19497013092041,63.23269840130543,66.53977148079669,-0.835205078125,38.59130981635367
2020-03-20,55.495906829833984,0.0,-0.06348533584840121,58.863806915283206,62.18959274291992,66.18050689697266,61.82600902467425,65.48797484737167,-11.796871185302734,35.15348186130679
2020-03-23,54.31694030761719,1.0,-0.021244206817483624,58.00004119873047,61.177670288085935,65.2870864868164,60.46072380339115,64.42406679596648,-4.318828582763672,34.127440879927946
2020-03-24,59.76630783081055,0.0,0.10032537717204892,57.710507202148435,60.24660530090332,64.78838939666748,60.33446635383103,63.98047070404687,-1.4476699829101562,42.483779150362885
2020-03-25,59.43706893920898,1.0,-0.005508770803336116,57.65482788085937,59.522525024414065,64.2179126739502,60.17130318753611,63.54776577406231,-0.2783966064453196,42.13599129929807
2020-03-26,62.5648307800293,0.0,0.05262308348379907,58.3162109375,59.76969604492187,64.03537998199462,60.60649002253487,63.45415291748774,3.306915283203125,46.607734381445574
2020-03-27,59.97450256347656,1.0,-0.04140230516502197,59.21193008422851,59.03786849975586,63.72526836395264,60.49158321179699,63.122757645677154,4.478595733642578,43.60245357555519
2020-03-30,61.68605041503906,0.0,0.028537924924862956,60.68575210571289,59.34289665222168,63.19267864227295,60.70875906693191,62.98592838561638,7.369110107421875,46.076588383664635
2020-03-31,61.56016159057617,0.0,-0.002040798910221686,61.04452285766602,59.37751502990723,62.76866264343262,60.86355952577632,62.85014107180303,1.793853759765625,45.91702995391987
